pl_name,soltype,pl_controv_flag,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_masse,pl_masseerr1,pl_masseerr2,pl_masselim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_age,st_ageerr1,st_ageerr2,st_agelim
K2-287 b,Published Confirmed,0,14.893291,0.000025,-0.000025,0,100.11645,8.58141,-8.58141,0,1.07,0.01,-0.01,0,1.06,0.02,-0.02,0,4.5,1,-1,0
Kepler-238 e,Published Confirmed,0,23.654,,,0,169.7,71.7,-69.1,0,0.96,0.41,-0.08,0,1.06,0.17,-0.12,0,,,,
Kepler-238 f,Published Confirmed,0,50.447,,,0,13.5,2.9,-2.5,0,0.96,0.41,-0.08,0,1.06,0.17,-0.12,0,,,,
TrES-2 b,Published Confirmed,0,2.47063,0.00001,-0.00001,0,381.1,16.527,-16.527,0,1.02,0.04,-0.04,0,1.06,0.12,-0.14,0,,,,
WASP-50 b,Published Confirmed,0,1.9551,0.000005,-0.000005,0,524.4195,92.1707,-92.1707,0,0.89,0.07,-0.07,0,1.06,0.29,-0.29,0,,,,
WASP-58 b,Published Confirmed,0,5.01718,0.000011,-0.000011,0,308.2951,88.9924,-88.9924,0,1.22,0.11,-0.11,0,1.06,0.47,-0.47,0,,,,
WASP-96 b,Published Confirmed,0,3.4252602,0.0000027,-0.0000027,0,152.55,9.53,-9.53,0,1.05,0.05,-0.05,0,1.06,0.09,-0.09,0,8,26,-8,0
WASP-96 b,Published Confirmed,0,3.4252602,0.0000027,-0.0000027,0,155.7367,15.57367,-14.93801,0,1.05,0.05,-0.05,0,1.06,0.09,-0.09,0,9.4,3.3,-2.9,0
HATS-24 b,Published Confirmed,0,1.3484978,0.0000009,-0.0000009,0,718.2958,54.0311,-54.0311,0,1.12,0.04,-0.05,0,1.07,0.03,-0.05,0,3.7,2,-1.8,0
HD 202206 c,Published Confirmed,0,1260,11,-11,0,5689.157,921.707,-572.094,0,1.04,0.01,-0.01,0,1.07,0.08,-0.08,0,2.9,0.1,-0.1,0
HD 213885 b,Published Confirmed,0,1.008035,0.000021,-0.00002,0,8.83,0.66,-0.65,0,1.1,0.01,-0.01,0,1.07,0.02,-0.02,0,3.8,0.66,-0.79,0
K2-24 b,Published Confirmed,0,20.88977,0.00034,-0.00035,0,19,2.2,-2.1,0,1.16,0.04,-0.04,0,1.07,0.06,-0.06,0,,,,
K2-24 c,Published Confirmed,0,42.3391,0.0012,-0.0012,0,15.4,1.9,-1.8,0,1.16,0.04,-0.04,0,1.07,0.06,-0.06,0,,,,
K2-38 b,Published Confirmed,0,4.01593,0.0005,-0.0005,0,12,2.9,-2.9,0,1.1,0.09,-0.09,0,1.07,0.05,-0.05,0,,,,
K2-38 c,Published Confirmed,0,10.56103,0.0009,-0.0009,0,9.9,4.6,-4.6,0,1.1,0.09,-0.09,0,1.07,0.05,-0.05,0,,,,
Kepler-17 b,Published Confirmed,0,1.4857108,0.0000002,-0.0000002,0,743.7222,28.28687,-77.86835,0,0.98,0.02,-0.05,0,1.07,0.05,-0.16,0,1.5,10.2,-1.9,0
Kepler-177 b,Published Confirmed,0,36.855,,,0,2,0.5,-0.3,0,1.07,0.56,-0.11,0,1.07,0.25,-0.12,0,,,,
Kepler-177 c,Published Confirmed,0,49.412,,,0,7.5,3.5,-3.1,0,1.07,0.56,-0.11,0,1.07,0.25,-0.12,0,,,,
Kepler-406 b,Published Confirmed,0,2.42629,,,0,6.35,1.4,-1.4,0,1.07,0.02,-0.02,0,1.07,0.06,-0.06,0,5.84,,,0
Kepler-406 c,Published Confirmed,0,4.62332,,,0,2.71,1.8,-1.8,0,1.07,0.02,-0.02,0,1.07,0.06,-0.06,0,5.84,,,0
Kepler-423 b,Published Confirmed,0,2.68432848,0.00000008,-0.00000008,0,228.83,38.14,-38.14,0,0.99,0.05,-0.05,0,1.07,0.05,-0.05,0,,,,
WASP-124 b,Published Confirmed,0,3.37265,0.000001,-0.000001,0,190.698,22.2481,-22.2481,0,1.02,0.02,-0.02,0,1.07,0.05,-0.05,0,2.1,1.4,-1.4,0
WASP-32 b,Published Confirmed,0,2.7186591,0.0000024,-0.0000024,0,1109.2267,38.1396,-34.9613,0,1.09,0.03,-0.03,0,1.07,0.05,-0.05,0,2.22,0.62,-0.73,0
WASP-35 b,Published Confirmed,0,3.161575,0.000002,-0.000002,0,228.828,19.069,-19.069,0,1.09,0.03,,0,1.07,0.03,,0,,,,
WASP-35 b,Published Confirmed,0,3.161575,0.000002,-0.000002,0,222.79883,6.03877,-6.03877,0,1.09,0.02,-0.02,0,1.07,0.03,-0.03,0,5,1.2,-1.2,0
CoRoT-12 b,Published Confirmed,0,2.828042,0.000013,-0.000013,0,290.81445,22.56593,-21.93027,0,1.12,0.1,-0.09,0,1.08,0.08,-0.07,0,6.3,3.1,-3.1,0
CoRoT-12 b,Published Confirmed,0,2.828042,0.000013,-0.000013,0,291.438,22.247,-20.658,0,1.12,0.1,-0.09,0,1.08,0.08,-0.07,0,6.3,3.1,-3.1,0
CoRoTID 223977153 b,Published Confirmed,0,6.71837,0.00001,-0.00001,0,47.6745,31.783,-31.783,0,0.79,0.08,-0.09,0,1.08,0.08,-0.07,0,,,,
HD 82943 b,Published Confirmed,0,441.47,0.35,-0.35,0,534.25,8.899,-8.899,0,1.18,0.07,-0.05,0,1.08,0.12,-0.15,0,,,,
HD 82943 c,Published Confirmed,0,220.078,0.051,-0.051,0,622.603,14.937,-14.937,0,1.18,0.07,-0.05,0,1.08,0.12,-0.15,0,,,,
KOI-1783.01,Published Confirmed,0,134.4628,0.0033,-0.0035,0,71,11.2,-9.2,0,1.14,0.03,-0.03,0,1.08,0.04,-0.03,0,,,,
KOI-1783.02,Published Confirmed,0,284.215,0.026,-0.021,0,15,4.3,-3.6,0,1.14,0.03,-0.03,0,1.08,0.04,-0.03,0,,,,
Kepler-15 b,Published Confirmed,0,4.942782,0.000013,-0.000013,0,221.20968,31.46517,-31.46517,0,1.25,0.05,-0.05,0,1.08,0.13,-0.13,0,6.7,6.8,-1.9,0
Kepler-170 b,Published Confirmed,0,7.931,,,0,82.6,67.5,-62.4,0,0.99,,,0,1.08,,,0,,,,
Kepler-289 b,Published Confirmed,0,34.545,0.0005,-0.0005,0,7.3,6.8,-6.8,0,1,0.02,-0.02,0,1.08,0.02,-0.02,0,0.65,0.44,-0.44,0
Kepler-289 c,Published Confirmed,0,125.8518,0.0076,-0.0076,0,132,17,-17,0,1,0.02,-0.02,0,1.08,0.02,-0.02,0,0.65,0.44,-0.44,0
Kepler-289 d,Published Confirmed,0,66.0634,0.0114,-0.0114,0,4,0.9,-0.9,0,1,0.02,-0.02,0,1.08,0.02,-0.02,0,0.65,0.44,-0.44,0
Kepler-39 b,Published Confirmed,0,21.087168,0.000021,-0.000021,0,5689.157,572.094,-572.094,0,1.23,0.09,-0.09,0,1.08,0.16,-0.16,0,4.4,2.3,-4.2,0
Kepler-408 b,Published Confirmed,0,2.46502,,,0,5,,,1,1.23,0.03,-0.03,0,1.08,0.07,-0.07,0,6.68,,,0
Kepler-68 b,Published Confirmed,0,5.39875,,,0,5.97,1.7,-1.7,0,1.24,0.02,-0.02,0,1.08,0.05,-0.05,0,6.3,,,0
Kepler-68 b,Published Confirmed,0,5.398763,0.000004,-0.000004,0,8.3,2.2,-2.4,0,1.24,0.02,-0.02,0,1.08,0.05,-0.05,0,6.3,1.7,-1.7,0
Kepler-68 c,Published Confirmed,0,9.60504,,,0,7.2,,,1,1.24,0.02,-0.02,0,1.08,0.05,-0.05,0,6.3,,,0
Kepler-68 c,Published Confirmed,0,9.605085,0.000072,-0.000072,0,4.8,2.5,-3.6,0,1.24,0.02,-0.02,0,1.08,0.05,-0.05,0,6.3,1.7,-1.7,0
Kepler-68 d,Published Confirmed,0,625,16,-16,0,267,16,-16,0,1.24,0.02,-0.02,0,1.08,0.05,-0.05,0,6.3,,,0
Kepler-77 b,Published Confirmed,0,3.5787806,0.00000016,-0.00000016,0,225.65,31.78,-31.78,0,0.99,0.05,-0.05,0,1.08,0.03,-0.03,0,,,,
Kepler-79 b,Published Confirmed,0,13.485,,,0,54.1,22.2,-15.1,0,1.04,,,0,1.08,,,0,,,,
Kepler-79 c,Published Confirmed,0,27.402,,,0,13.7,6.5,-4.5,0,1.04,,,0,1.08,,,0,,,,
TrES-2 b,Published Confirmed,0,2.47063,0.00001,-0.00001,0,406.8224,28.6047,-12.7132,0,1,0.06,-0.04,0,1.08,0.11,-0.05,0,,,,
WASP-104 b,Published Confirmed,0,1.7554137,0.0000018,-0.0000036,0,404.263,14.937,-14.937,0,0.96,0.03,-0.03,0,1.08,0.05,-0.05,0,3,2,-2,0
WASP-104 b,Published Confirmed,0,1.7554137,0.000003,-0.000003,0,403.00844,15.8915,-15.57367,0,0.96,0.03,-0.03,0,1.08,0.05,-0.05,0,3,2,-2,0
WASP-151 b,Published Confirmed,0,4.533471,0.000004,-0.000004,0,98.5273,12.7132,-9.5349,0,1.14,0.03,-0.03,0,1.08,0.08,-0.08,0,5.1,1.3,-1.3,0
WASP-168 b,Published Confirmed,0,4.153658,0.000003,-0.000003,0,133.4886,12.7132,-12.7132,0,1.12,0.06,-0.06,0,1.08,0.05,-0.05,0,3.96,1.77,-1.77,0
WASP-36 b,Published Confirmed,0,1.53736596,0.00000024,-0.00000024,0,750.39663,22.2481,-22.2481,0,0.98,0.01,-0.01,0,1.08,0.03,-0.03,0,1.4,1.5,-3.4,0
WASP-47 b,Published Confirmed,0,4.1591399,0.0000072,-0.0000072,0,362.311,15.891,-15.891,0,1.15,0.03,,0,1.08,0.04,,0,,,,
WASP-60 b,Published Confirmed,0,4.3050011,0.0000062,-0.0000062,0,163.358,10.806,-10.806,0,1.14,0.13,-0.13,0,1.08,0.04,-0.04,0,3.6,4.3,-2.1,0
WASP-60 b,Published Confirmed,0,4.3050011,0.0000062,-0.0000062,0,160.50415,15.25584,-15.25584,0,1.14,0.13,-0.13,0,1.08,0.04,-0.04,0,6.3,1.7,-2.1,0
CoRoT-13 b,Published Confirmed,0,4.03519,0.00003,-0.00003,0,415.704,20.976,-20.976,0,1.01,0.03,-0.03,0,1.09,0.02,-0.02,0,1.635,1.515,-1.515,0
CoRoT-13 b,Published Confirmed,0,4.03519,0.00003,-0.00003,0,423.03173,23.20159,-23.20159,0,1.01,0.03,-0.03,0,1.09,0.02,-0.02,0,1.6,1.5,-1.5,0
CoRoT-25 b,Published Confirmed,0,4.86069,0.00006,-0.00006,0,93.12419,19.38763,-19.0698,0,1.19,0.14,-0.03,0,1.09,0.11,-0.05,0,4.5,1.8,-2,0
CoRoT-25 b,Published Confirmed,0,4.86069,0.00006,-0.00006,0,85.81,12.71,-12.71,0,1.19,0.14,-0.03,0,1.09,0.11,-0.05,0,4.5,1.8,-2,0
HAT-P-32 b,Published Confirmed,0,2.15001,0.000001,-0.000001,0,263.7989,66.7443,-66.7443,0,1.19,0.1,-0.1,0,1.09,0.28,-0.28,0,,,,
HAT-P-53 b,Published Confirmed,0,1.9616241,0.0000039,-0.0000039,0,471.65972,17.79848,-17.79848,0,1.21,0.08,-0.06,0,1.09,0.04,-0.04,0,4.67,1.45,-0.83,0
HAT-P-53 b,Published Confirmed,0,1.9616241,0.0000039,-0.0000039,0,469.43491,13.34886,-13.98452,0,1.21,0.08,-0.06,0,1.09,0.04,-0.04,0,4.67,1.4,-0.83,0
HATS-30 b,Published Confirmed,0,3.1743516,0.0000026,-0.0000026,0,224.38798,12.39537,-12.39537,0,1.06,0.04,-0.04,0,1.09,0.03,-0.03,0,2.3,1.2,-1.2,0
HD 39091 b,Published Confirmed,0,2091,1.9,-1.9,0,4099.98645,667.43965,-540.30829,0,1.1,0.02,-0.02,0,1.09,0.04,-0.04,0,2.98,1.4,-1.3,0
Kepler-385 b,Published Confirmed,0,10.044,,,0,12.8,11.4,-6.8,0,1.15,,,0,1.09,,,0,,,,
Kepler-385 c,Published Confirmed,0,15.162,,,0,13.2,16.8,-9,0,1.15,,,0,1.09,,,0,,,,
Kepler-93 b,Published Confirmed,0,4.72674,0.000001,-0.000001,0,4.54426,0.84796,-0.84796,0,0.98,0.04,-0.04,0,1.09,0.14,-0.14,0,,,,
WASP-173 A b,Published Confirmed,0,1.3866529,0.0000027,-0.0000027,0,1102.8701,47.6745,-44.4962,0,1.1,0.08,-0.05,0,1.09,0.04,-0.04,0,3.25,1.75,-1.75,0
WASP-85 A b,Published Confirmed,0,2.6556777,0.00000044,-0.00000044,0,402.05495,20.65895,-20.65895,0,0.94,0.02,-0.02,0,1.09,0.08,-0.08,0,,,,
pi Men c,Published Confirmed,0,6.2679,0.00046,-0.00046,0,4.82,0.84,-0.86,0,1.1,0.02,-0.02,0,1.09,0.04,-0.04,0,2.98,1.4,-1.3,0
CoRoT-16 b,Published Confirmed,0,5.35227,0.0002,-0.0002,0,170.032,27.014,-26.379,0,1.19,0.14,-0.13,0,1.1,0.08,-0.08,0,6.73,2.8,-2.8,0
CoRoT-16 b,Published Confirmed,0,5.35227,0.0002,-0.0002,0,168.13207,31.14734,-30.51168,0,1.19,0.14,-0.13,0,1.1,0.08,-0.08,0,6.7,2.8,-2.8,0
CoRoT-20 b,Published Confirmed,0,9.24318,0.000009,-0.000009,0,1315.8162,114.4188,-95.349,0,1.16,0.15,-0.2,0,1.1,0.1,-0.1,0,4,1.3,-1.3,0
CoRoT-22 b,Published Confirmed,0,9.75598,0.00011,-0.00011,0,12.2,14,-8.8,0,1.14,0.04,-0.09,0,1.1,0.05,-0.05,0,3.3,2,-2,0
HAT-P-23 b,Published Confirmed,0,1.21288287,0.00000017,-0.00000017,0,658,38,-38,0,1.09,0.03,-0.03,0,1.1,0.05,-0.05,0,2.1,3.6,-4.9,0
HATS-10 b,Published Confirmed,0,3.312846,0.0000058,-0.0000058,0,167.17858,25.74423,-25.74423,0,1.1,0.06,-0.04,0,1.1,0.05,-0.05,0,3.3,1.7,-1.7,0
HATS-10 b,Published Confirmed,0,3.312846,0.0000058,-0.0000058,0,185.93055,30.82951,-38.1396,0,1.1,0.06,-0.04,0,1.1,0.05,-0.05,0,3.3,1.7,-1.7,0
HATS-32 b,Published Confirmed,0,2.8126548,0.0000055,-0.0000055,0,292.4036,31.783,-31.783,0,1.1,0.1,-0.06,0,1.1,0.04,-0.04,0,3.5,1.8,-1.8,0
HD 209458 b,Published Confirmed,0,3.525,0.003,-0.003,0,200.22,,,0,1.1,,,0,1.1,,,0,,,,
Kepler-276 c,Published Confirmed,0,31.884,,,0,16.6,4.4,-3.6,0,1.03,0.45,-0.1,0,1.1,0.22,-0.14,0,,,,
Kepler-276 c,Published Confirmed,0,31.884,,,0,25.2,15.5,-10.1,0,1.03,,,0,1.1,,,0,,,,
Kepler-276 d,Published Confirmed,0,48.646,,,0,18.4,21.1,-9.2,0,1.03,,,0,1.1,,,0,,,,
Kepler-276 d,Published Confirmed,0,48.648,,,0,16.3,5,-4.3,0,1.03,0.45,-0.1,0,1.1,0.22,-0.14,0,,,,
Kepler-279 c,Published Confirmed,0,35.736,,,0,49.4,7.2,-5.9,0,1.07,0.43,-0.1,0,1.1,0.16,-0.13,0,,,,
Kepler-279 d,Published Confirmed,0,54.414,,,0,37.5,5.5,-4.5,0,1.07,0.43,-0.1,0,1.1,0.16,-0.13,0,,,,
OGLE-TR-10 b,Published Confirmed,0,3.10129,,,0,193.8763,41.3179,-41.3179,0,1.14,0.11,-0.06,0,1.1,0.05,-0.05,0,,,,
OGLE-TR-56 b,Published Confirmed,0,1.2119189,,,0,375.0394,44.4962,-44.4962,0,1.12,0.07,-0.07,0,1.1,0.08,-0.08,0,,,,
WASP-22 b,Published Confirmed,0,3.53269,0.00004,-0.00004,0,177.9848,6.3566,-6.3566,0,1.13,0.03,-0.03,0,1.1,0.3,-0.3,0,3,1,-1,0
WASP-32 b,Published Confirmed,0,2.718659,0.000008,-0.000008,0,1144.14,22.247,-22.247,0,1.11,0.05,,0,1.1,0.03,,0,,,,
HATS-52 b,Published Confirmed,0,1.36665436,0.00000094,-0.00000094,0,711.9392,47.6745,-47.6745,0,1.05,0.06,-0.06,0,1.11,0.05,-0.05,0,1.2,1.5,-1.1,0
KELT-10 b,Published Confirmed,0,4.1662739,0.0000063,-0.0000063,0,215.80657,12.39537,-12.07754,0,1.21,0.05,-0.04,0,1.11,0.06,-0.06,0,4.5,0.7,-0.7,0
WASP-22 b,Published Confirmed,0,3.5327313,0.0000058,-0.0000058,0,181.1631,5.40311,-5.08528,0,1.22,0.05,-0.03,0,1.11,0.03,-0.03,0,4.3,1.6,-1.1,0
WASP-22 b,Published Confirmed,0,3.5327313,0.0000058,-0.0000058,0,186.876,5.403,-5.403,0,1.22,0.05,,0,1.11,0.03,,0,,,,
WASP-47 b,Published Confirmed,0,4.16071,0.00038,-0.00038,0,383,190,-120,0,1.16,0.26,-0.26,0,1.11,0.89,-0.49,0,6.5,2.6,-1.2,0
WASP-47 c,Published Confirmed,0,580.7,9.6,-9.6,0,500,320,-190,0,1.16,0.26,-0.26,0,1.11,0.89,-0.49,0,6.5,2.6,-1.2,0
WASP-47 d,Published Confirmed,0,9.095,0.014,-0.014,0,16.8,12,-7,0,1.16,0.26,-0.26,0,1.11,0.89,-0.49,0,6.5,2.6,-1.2,0
WASP-47 e,Published Confirmed,0,0.789636,0.000017,-0.000017,0,9.1,5.5,-3.6,0,1.16,0.26,-0.26,0,1.11,0.89,-0.49,0,6.5,2.6,-1.2,0
WASP-55 b,Published Confirmed,0,4.46563,0.000004,-0.000004,0,193.8763,41.3179,-41.3179,0,1.09,0.11,-0.11,0,1.11,0.35,-0.35,0,,,,
WASP-56 b,Published Confirmed,0,4.617101,0.000003,-0.000003,0,190.38017,12.7132,-12.39537,0,1.11,0.03,-0.02,0,1.11,0.02,-0.02,0,6.2,3,-2.1,0
WASP-62 b,Published Confirmed,0,4.41195,0.000003,-0.000003,0,165.2716,25.4264,-25.4264,0,1.23,0.08,-0.08,0,1.11,0.25,-0.25,0,,,,
WASP-70 A b,Published Confirmed,0,3.7130203,0.0000047,-0.0000047,0,187.512,6.992,-6.992,0,1.22,0.06,-0.09,0,1.11,0.04,-0.04,0,9.5,0.5,-0.5,0
WASP-70 A b,Published Confirmed,0,3.7130203,0.0000047,-0.0000047,0,189.74451,8.26358,-8.26358,0,1.22,0.06,-0.09,0,1.11,0.04,-0.04,0,9.5,0.5,-0.5,0
WASP-83 b,Published Confirmed,0,4.971252,0.000015,-0.000015,0,95.349,9.5349,-9.5349,0,1.05,0.06,-0.04,0,1.11,0.09,-0.09,0,5,,,-1
WASP-83 b,Published Confirmed,0,4.971252,0.000015,-0.000015,0,96.93815,11.75971,-11.12405,0,1.05,0.06,-0.04,0,1.11,0.09,-0.09,0,7.1,2.9,-2.9,0
WASP-95 b,Published Confirmed,0,2.184673,0.0000014,-0.0000014,0,359.13,31.78,-12.71,0,1.13,0.08,-0.04,0,1.11,0.09,-0.09,0,2.4,1.7,-1,0
WASP-95 b,Published Confirmed,0,2.184673,0.0000014,-0.0000014,0,382.66732,22.56593,-23.51942,0,1.13,0.08,-0.04,0,1.11,0.09,-0.09,0,5,2.8,-1.8,0
CoRoT-14 b,Published Confirmed,0,1.51214,0.00013,-0.00013,0,2437.7561,158.915,-158.915,0,1.19,0.14,-0.14,0,1.12,0.1,-0.1,0,3.7,2.6,-5,0
HAT-P-1 b,Published Confirmed,0,4.46529,0.00009,-0.00009,0,168.4499,12.7132,-12.7132,0,1.15,0.1,-0.07,0,1.12,0.09,-0.09,0,3.6,,,0
HAT-P-26 b,Published Confirmed,0,4.23452,0.000015,-0.000015,0,22.2481,6.3566,-6.3566,0,0.87,0.05,-0.05,0,1.12,0.36,-0.36,0,,,,
HATS-23 b,Published Confirmed,0,2.1605156,0.0000045,-0.0000045,0,467.2101,22.88376,-22.88376,0,1.2,0.06,-0.08,0,1.12,0.05,-0.05,0,4.2,1.5,-1.5,0
HD 209458 b,Published Confirmed,0,3.524746,,,0,217.704,4.767,-4.449,0,1.16,0.01,-0.02,0,1.12,0.03,-0.03,0,3.1,0.8,-0.7,0
HD 209458 b,Published Confirmed,0,3.52474859,0.00000038,-0.00000038,0,216.76006,4.44962,-4.76745,0,1.16,0.01,-0.02,0,1.12,0.03,-0.03,0,3.1,0.8,-0.7,0
K2-24 b,Published Confirmed,0,20.8851,0.0003,-0.0003,0,19.8,4.5,-4.4,0,1.21,0.11,-0.11,0,1.12,0.05,-0.05,0,,,,
K2-24 b,Published Confirmed,0,20.8851,0.0003,-0.0003,0,21,5.4,-5.4,0,1.21,0.11,-0.11,0,1.12,0.05,-0.05,0,5.1,1.9,-1.9,0
K2-24 c,Published Confirmed,0,42.3633,0.0006,-0.0006,0,27,6.9,-6.9,0,1.21,0.11,-0.11,0,1.12,0.05,-0.05,0,5.1,1.9,-1.9,0
K2-24 c,Published Confirmed,0,42.3633,0.0006,-0.0006,0,26,5.8,-6.1,0,1.21,0.11,-0.11,0,1.12,0.05,-0.05,0,,,,
Kepler-41 b,Published Confirmed,0,1.855558,0.000007,-0.000007,0,174.8,28.6,-28.6,0,1.02,0.03,-0.03,0,1.12,0.07,-0.07,0,0.65,2.5,-0.3,0
Kepler-41 b,Published Confirmed,0,1.8555577,0.0000003,-0.0000003,0,177.9848,31.33804,-29.55819,0,1.02,0.03,-0.03,0,1.12,0.07,-0.07,0,,,,
WASP-97 b,Published Confirmed,0,2.07276,0.000001,-0.000001,0,419.52,15.89,-15.89,0,1.06,0.04,-0.04,0,1.12,0.06,-0.06,0,11.9,16,-8.3,0
WASP-97 b,Published Confirmed,0,2.07276,0.000001,-0.000001,0,420.48909,18.11631,-17.79848,0,1.06,0.04,-0.04,0,1.12,0.06,-0.06,0,4.8,2.1,-1.6,0
CoRoT-14 b,Published Confirmed,0,1.51214,0.00013,-0.00013,0,2358.2986,149.3801,-149.3801,0,1.21,0.08,-0.08,0,1.13,0.09,-0.09,0,4.2,3.8,-3.8,0
CoRoT-14 b,Published Confirmed,0,1.51214,0.00013,-0.00013,0,2415.4,190.7,-190.7,0,1.21,0.08,-0.08,0,1.13,0.09,-0.09,0,4.2,3.8,-3.8,0
HAT-P-1 b,Published Confirmed,0,4.4652934,0.0000093,-0.0000093,0,166.536,9.852,-9.852,0,1.11,0.05,-0.05,0,1.13,0.08,-0.08,0,,,,
HAT-P-1 b,Published Confirmed,0,4.46543,,,0,169.08556,9.5349,-9.5349,0,1.14,0.05,-0.05,0,1.13,0.07,-0.08,0,2.7,2.5,-2,0
HAT-P-1 b,Published Confirmed,0,4.4652934,0.0000093,-0.0000093,0,166.54292,5.72094,-5.72094,0,1.11,0.03,-0.03,0,1.13,0.04,-0.04,0,2.1,1.5,-1.3,0
HAT-P-1 b,Published Confirmed,0,4.46529976,0.00000055,-0.00000055,0,166.86075,8.26358,-8.26358,0,1.14,0.05,-0.05,0,1.13,0.07,-0.08,0,2.7,2.5,-2,0
HAT-P-1 b,Published Confirmed,0,4.46,,,0,168.4499,,,0,1.18,0.06,-0.04,0,1.13,0.19,-0.11,0,,,,
HAT-P-22 b,Published Confirmed,0,3.21222,0.000009,-0.000009,0,785.0401,101.7056,-101.7056,0,1.11,0.05,-0.05,0,1.13,0.22,-0.22,0,,,,
HAT-P-23 b,Published Confirmed,0,1.212884,0.000002,-0.000002,0,664.237,35.278,-35.278,0,1.2,0.07,-0.07,0,1.13,0.04,-0.04,0,4,1,-1,0
HAT-P-23 b,Published Confirmed,0,1.21288287,0.00000017,-0.00000017,0,626.1251,38.1396,-38.1396,0,1.2,0.07,-0.07,0,1.13,0.04,-0.04,0,4,1,-1,0
HATS-17 b,Published Confirmed,0,16.254611,0.000073,-0.000073,0,425.25654,20.65895,-20.65895,0,1.09,0.07,-0.05,0,1.13,0.03,-0.03,0,2.1,1.3,-1.3,0
HD 209458 b,Published Confirmed,0,3.52,,,0,219.3027,,,0,1.19,0.04,-0.05,0,1.13,0.18,-0.13,0,,,,
HD 5278 b,Published Confirmed,0,14.339156,0.000049,-0.000047,0,7.8,1.5,-1.4,0,1.19,0.02,-0.02,0,1.13,0.04,-0.04,0,3,1.1,-1.1,0
Qatar-5 b,Published Confirmed,0,2.8792319,,,0,1373.0256,57.2094,-57.2094,0,1.08,0.05,-0.05,0,1.13,0.06,-0.06,0,0.53,0.004,-0.004,0
WASP-117 b,Published Confirmed,0,10.02165,0.00055,-0.00055,0,87.5585,2.8603,-2.8603,0,1.17,0.07,-0.06,0,1.13,0.03,-0.03,0,4.6,2,-2,0
WASP-117 b,Published Confirmed,0,10.02165,0.00055,-0.00055,0,87.75286,3.14652,-3.05117,0,1.17,0.07,-0.06,0,1.13,0.03,-0.03,0,4.6,2,-2,0
CoRoT-20 b,Published Confirmed,0,9.24285,0.0003,-0.0003,0,1347.54,73.1,-73.1,0,1.02,0.05,-0.05,0,1.14,0.08,-0.08,0,0.1,0.8,-0.04,0
CoRoT-20 b,Published Confirmed,0,9.24285,0.0003,-0.0003,0,1344.4209,82.6358,-79.4575,0,1.02,0.05,-0.05,0,1.14,0.08,-0.08,0,0.1,0.8,-0.04,0
OGLE-TR-10 b,Published Confirmed,0,3.101278,0.000004,-0.000004,0,359.1479,508.528,-123.9537,0,1.17,0.13,-0.11,0,1.14,0.1,-0.12,0,3.2,4,-3.1,0
OGLE-TR-10 b,Published Confirmed,0,3.101278,,,0,197.046,44.494,-44.494,0,1.17,0.13,,0,1.14,0.12,,0,,,,
OGLE-TR-182 b,Published Confirmed,0,3.9791,0.00001,-0.00001,0,320.995,47.672,-47.672,0,1.14,0.23,,0,1.14,0.05,,0,,,,
HAT-P-1 b,Published Confirmed,0,4.46529976,0.00000055,-0.00000055,0,166.86075,6.03877,-6.03877,0,1.17,0.03,-0.03,0,1.15,0.05,-0.05,0,,,,
HD 209458 b,Published Confirmed,0,3.52474859,0.00000038,-0.00000038,0,226.93062,5.40311,-5.40311,0,1.16,0.01,-0.01,0,1.15,0.04,-0.04,0,2.3,1,-0.8,0
HD 80606 b,Published Confirmed,0,111.4367,0.0004,-0.0004,0,1392.0954,235.1942,-235.1942,0,1.04,0.02,-0.02,0,1.15,0.27,-0.27,0,,,,
K2-100 b,Published Confirmed,0,1.6739035,0.0000004,-0.0000004,0,21.8,6.2,-6.2,0,1.24,0.05,-0.05,0,1.15,0.05,-0.05,0,0.75,0.004,-0.007,0
Kepler-328 b,Published Confirmed,0,34.921,,,0,28.5,12.9,-12.3,0,1.06,0.44,-0.11,0,1.15,0.22,-0.16,0,,,,
Kepler-328 c,Published Confirmed,0,71.312,,,0,39.4,13.6,-12.6,0,1.06,0.44,-0.11,0,1.15,0.22,-0.16,0,,,,
Kepler-422 b,Published Confirmed,0,7.8914483,0.0000005,-0.00000051,0,136.66,41.32,-41.32,0,1.24,0.12,-0.12,0,1.15,0.06,-0.06,0,,,,
Kepler-422 b,Published Confirmed,0,7.8914483,0.0000005,-0.0000005,0,155.7367,73.1009,-38.1396,0,1.24,0.12,-0.12,0,1.15,0.06,-0.06,0,3.4,0.9,-1.1,0
WASP-1 b,Published Confirmed,0,2.51995,0.00001,-0.00001,0,282.8687,44.4962,-44.4962,0,1.24,0.68,-0.2,0,1.15,0.24,-0.09,0,,,,
CoRoT-4 b,Published Confirmed,0,9.20205,0.00037,-0.00037,0,228.83,25.43,-25.43,0,1.17,0.01,-0.03,0,1.16,0.03,-0.02,0,1,1,-0.3,0
CoRoT-4 b,Published Confirmed,0,9.20205,0.00037,-0.00037,0,223.43449,22.56593,-23.20159,0,1.17,0.01,-0.03,0,1.16,0.03,-0.02,0,1,1,-0.3,0
