pl_name,soltype,pl_controv_flag,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_masse,pl_masseerr1,pl_masseerr2,pl_masselim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_age,st_ageerr1,st_ageerr2,st_agelim
Kepler-20 e,Published Confirmed,0,6.098493,0.000065,-0.000065,0,3.08,,,1,0.94,0.06,-0.1,0,0.91,0.04,-0.04,0,8.8,4.7,-2.7,0
Kepler-20 f,Published Confirmed,0,19.57706,0.00052,-0.00052,0,14.3,,,1,0.94,0.06,-0.1,0,0.91,0.04,-0.04,0,8.8,4.7,-2.7,0
Kepler-307 b,Published Confirmed,0,10.4208,0.0009,-0.0008,0,7.44,0.91,-0.87,0,0.81,0.02,-0.02,0,0.91,0.03,-0.03,0,,,,
Kepler-307 c,Published Confirmed,0,13.0729,0.0012,-0.0012,0,3.64,0.65,-0.58,0,0.81,0.02,-0.02,0,0.91,0.03,-0.03,0,,,,
Kepler-351 b,Published Confirmed,0,37.053,,,0,4.8,5.7,-4.7,0,0.84,,,0,0.91,,,0,,,,
Kepler-351 c,Published Confirmed,0,57.248,,,0,11.1,9.9,-7.6,0,0.84,,,0,0.91,,,0,,,,
Kepler-426 b,Published Confirmed,0,3.21751883,0.00000019,-0.00000019,0,108.06,25.43,-25.43,0,0.92,0.02,-0.02,0,0.91,0.06,-0.06,0,6,4,-4,0
Kepler-426 b,Published Confirmed,0,3.21751883,0.00000019,-0.00000019,0,107.10871,18.43414,-19.0698,0,0.92,0.02,-0.02,0,0.91,0.06,-0.06,0,6,4,-4,0
Kepler-75 b,Published Confirmed,0,8.8849116,0.0000034,-0.0000034,0,3210.083,114.4188,-111.2405,0,0.89,0.02,-0.02,0,0.91,0.04,-0.04,0,6.2,3.5,-2.8,0
Kepler-75 b,Published Confirmed,0,8.8849116,0.0000034,-0.0000034,0,3209.9,127.1,-127.1,0,0.89,0.02,-0.02,0,0.91,0.04,-0.04,0,6.2,3.5,-2.8,0
Kepler-82 b,Published Confirmed,0,26.44,0.48,-0.48,0,12.15,0.96,-0.87,0,0.9,0.04,-0.02,0,0.91,0.03,-0.03,0,,,,
Kepler-82 c,Published Confirmed,0,51.54,0.94,-0.94,0,13.9,1.3,-1.2,0,0.9,0.04,-0.02,0,0.91,0.03,-0.03,0,,,,
Kepler-82 f,Published Confirmed,0,75.732,0.012,-0.012,0,20.9,1,-1,0,0.9,0.04,-0.02,0,0.91,0.03,-0.03,0,,,,
Kepler-93 b,Published Confirmed,0,4.72674,,,0,2.59,2,-2,0,0.92,0.02,-0.02,0,0.91,0.06,-0.06,0,5.05,,,0
Kepler-93 b,Published Confirmed,0,4.72673978,0.00000097,-0.00000097,0,3.8,1.5,-1.5,0,0.92,0.01,-0.01,0,0.91,0.03,-0.03,0,6.6,0.9,-0.9,0
Kepler-93 c,Published Confirmed,0,1460,,,-1,954,,,-1,0.92,0.02,-0.02,0,0.91,0.06,-0.06,0,5.05,,,0
WASP-39 b,Published Confirmed,0,4.0552941,0.0000034,-0.0000034,0,89.31023,10.17056,-10.17056,0,0.94,0.02,-0.02,0,0.91,0.05,-0.05,0,8.5,4,-3.4,0
WASP-4 b,Published Confirmed,0,1.3382315,0.00000061,-0.00000061,0,393.15571,20.65895,-20.97678,0,0.91,0.02,-0.02,0,0.91,0.07,-0.07,0,7,5.6,-4.8,0
WASP-45 b,Published Confirmed,0,3.1260876,0.0000035,-0.0000035,0,318.78349,17.16282,-17.16282,0,0.94,0.09,-0.07,0,0.91,0.06,-0.06,0,12.7,1,-5.3,0
WASP-45 b,Published Confirmed,0,3.1260876,0.0000035,-0.0000035,0,320.041,16.844,-16.844,0,0.94,0.09,,0,0.91,0.06,,0,,,,
WASP-67 b,Published Confirmed,0,4.61442,0.00001,-0.00001,0,136.6669,28.6047,-28.6047,0,0.88,0.08,-0.08,0,0.91,0.28,-0.28,0,,,,
XO-5 b,Published Confirmed,0,4.187757,0.000011,-0.000011,0,344.52772,17.79848,-17.79848,0,1.06,0.06,-0.06,0,0.91,0.07,-0.07,0,,,,
EPIC 220674823 b,Published Confirmed,0,0.571336,0.00002,-0.00002,0,9,1.6,-1.6,0,0.95,0.05,-0.05,0,0.92,0.03,-0.03,0,,,,
EPIC 220674823 c,Published Confirmed,0,13.3387,0.0018,-0.0018,0,5.7,6.1,-6.1,0,0.95,0.05,-0.05,0,0.92,0.03,-0.03,0,,,,
HAT-P-22 b,Published Confirmed,0,3.21222,0.000009,-0.000009,0,690.32676,17.48065,-17.79848,0,1.04,0.04,-0.04,0,0.92,0.04,-0.04,0,12.4,1.6,-2.6,0
HAT-P-22 b,Published Confirmed,0,3.21222,0.000009,-0.000009,0,682.352,19.387,-19.387,0,1.04,0.04,-0.04,0,0.92,0.04,-0.04,0,12.4,2.6,-2.6,0
HAT-P-27 b,Published Confirmed,0,3.039577,0.000005,-0.000006,0,197.05,9.53,-9.53,0,0.86,0.05,-0.04,0,0.92,0.12,-0.1,0,,,,
HAT-P-27 b,Published Confirmed,0,3.0395824,0.0000035,-0.0000035,0,195.78328,9.5349,-9.5349,0,0.87,0.04,-0.04,0,0.92,0.06,-0.06,0,6.4,5.9,-3.1,0
HAT-P-3 b,Published Confirmed,0,2.899736,0.000002,-0.000002,0,187.83,5.721,-5.721,0,0.8,0.04,-0.04,0,0.92,0.03,-0.03,0,1.6,2.9,-1.3,0
HATS-46 b,Published Confirmed,0,4.7423729,0.0000049,-0.0000049,0,54.98459,19.70546,-19.70546,0,0.85,0.04,-0.03,0,0.92,0.03,-0.03,0,3,3.4,-2.1,0
HD 219666 b,Published Confirmed,0,6.03607,0.00064,-0.00063,0,16.6,1.3,-1.3,0,1.03,0.03,-0.03,0,0.92,0.03,-0.03,0,10,2,-2,0
K2-10 b,Published Confirmed,0,19.3044,0.0012,-0.0012,0,27,17,-16,0,0.98,0.08,-0.08,0,0.92,0.05,-0.05,0,,,,
K2-139 b,Published Confirmed,0,28.38236,0.00026,-0.00026,0,123.00021,26.37989,-23.83725,0,0.86,0.03,-0.03,0,0.92,0.03,-0.03,0,1.8,0.3,-0.3,0
K2-19 b,Published Confirmed,0,7.91951,0.0004,-0.00012,0,54.4,8.9,-8.9,0,0.88,0.11,-0.11,0,0.92,0.06,-0.06,0,,,,
K2-19 c,Published Confirmed,0,11.9066,0.0021,-0.0014,0,7.5,3,-1.4,0,0.88,0.11,-0.11,0,0.92,0.06,-0.06,0,,,,
K2-265 b,Published Confirmed,0,2.369172,0.000089,-0.000089,0,6.54,0.84,-0.84,0,0.98,0.05,-0.05,0,0.92,0.02,-0.02,0,9.7,3,-3,0
K2-30 b,Published Confirmed,0,4.09849,0.00002,-0.00002,0,187.20187,7.31009,-6.99226,0,0.84,0.02,-0.01,0,0.92,0.01,-0.01,0,2.2,1.8,-0.8,0
Kepler-11 b,Published Confirmed,0,10.304,,,0,4.3,1.6,-1.3,0,1.05,,,0,0.92,,,0,,,,
Kepler-11 c,Published Confirmed,0,13.025,,,0,5.9,3.6,-2.9,0,1.05,,,0,0.92,,,0,,,,
Kepler-11 d,Published Confirmed,0,22.687,,,0,6.7,3,-2.5,0,1.05,,,0,0.92,,,0,,,,
Kepler-11 e,Published Confirmed,0,31.995,,,0,7,6.1,-5.3,0,1.05,,,0,0.92,,,0,,,,
Kepler-11 f,Published Confirmed,0,46.686,,,0,2.5,2.8,-2.3,0,1.05,,,0,0.92,,,0,,,,
Kepler-197 c,Published Confirmed,0,10.35,,,0,5.3,3.3,-2.9,0,1.12,,,0,0.92,,,0,,,,
Kepler-409 b,Published Confirmed,0,68.9584,,,0,22,,,1,0.89,0.02,-0.02,0,0.92,0.06,-0.06,0,6.8,,,0
TOI-763 b,Published Confirmed,0,5.6057,0.0013,-0.0013,0,9.79,0.78,-0.78,0,0.9,0.01,-0.01,0,0.92,0.03,-0.03,0,,,,
TOI-763 c,Published Confirmed,0,12.2737,0.0053,-0.0077,0,9.32,1.02,-1.02,0,0.9,0.01,-0.01,0,0.92,0.03,-0.03,0,,,,
TrES-3 b,Published Confirmed,0,1.306187,0.00000072,-0.00000072,0,603.55917,20.02329,-20.02329,0,0.82,0.01,-0.01,0,0.92,0.02,-0.02,0,1,0.5,0,0
TrES-3 b,Published Confirmed,0,1.30619,,,0,615.95454,19.70546,-20.02329,0,0.81,0.01,-0.03,0,0.92,0.02,-0.03,0,0.6,2,-0.4,0
WASP-139 b,Published Confirmed,0,5.924262,0.000004,-0.000004,0,37.18611,5.40311,-5.40311,0,0.8,0.04,-0.04,0,0.92,0.1,-0.1,0,0.5,,,-1
WASP-39 b,Published Confirmed,0,4.06,,,0,88.9924,,,0,1.01,0.07,-0.06,0,0.92,0.15,-0.08,0,,,,
WASP-49 b,Published Confirmed,0,2.78174,0.000006,-0.000006,0,117.5971,25.4264,-25.4264,0,0.97,0.09,-0.09,0,0.92,0.3,-0.3,0,,,,
WASP-89 b,Published Confirmed,0,3.3564227,0.0000025,-0.0000025,0,1843.414,108.0622,-114.4188,0,0.88,0.03,-0.03,0,0.92,0.08,-0.08,0,12.5,1.5,-3.1,0
WASP-89 b,Published Confirmed,0,3.3564227,0.0000025,-0.0000025,0,1875.197,127.132,-127.132,0,0.88,0.03,-0.03,0,0.92,0.08,-0.08,0,1.3,1.5,-0.8,0
XO-2 N b,Published Confirmed,0,2.615864,0.0000016,-0.0000016,0,188.47319,13.03103,-25.10857,0,0.96,0.04,-0.07,0,0.92,0.09,-0.17,0,6.5,23.8,-5.2,0
CoRoT-7 b,Published Confirmed,0,0.853585,0.000024,-0.000024,0,21,,,1,0.87,0.04,-0.04,0,0.93,0.03,-0.03,0,1.75,0.55,-0.55,0
HAT-P-3 b,Published Confirmed,0,2.899736,0.000002,-0.000002,0,193.55847,6.67443,-6.99226,0,0.83,0.03,-0.04,0,0.93,0.04,-0.05,0,1.5,5.4,-1.4,0
HAT-P-3 b,Published Confirmed,0,2.89973838,0.00000027,-0.00000027,0,189.10885,7.62792,-7.62792,0,0.85,0.02,-0.02,0,0.93,0.05,-0.05,0,2.9,2.7,-4.9,0
HAT-P-3 b,Published Confirmed,0,2.899703,,,0,189.42668,7.62792,-8.26358,0,0.83,0.03,-0.04,0,0.93,0.04,-0.05,0,1.5,5.4,-1.4,0
HAT-P-37 b,Published Confirmed,0,2.797436,0.000007,-0.000007,0,371.528,32.735,-32.735,0,0.88,0.06,,0,0.93,0.04,,0,,,,
HAT-P-37 b,Published Confirmed,0,2.797436,0.000007,-0.000007,0,381.396,38.1396,-34.9613,0,0.88,0.06,-0.04,0,0.93,0.04,-0.04,0,3.6,4.1,-2.2,0
HAT-P-63 b,Published Confirmed,0,3.377728,0.000013,-0.000013,0,195.14664,7.62788,-7.62788,0,0.97,0.01,-0.01,0,0.93,0.02,-0.02,0,9,1.7,-1.7,0
HATS-28 b,Published Confirmed,0,3.1810781,0.0000039,-0.0000039,0,213.58176,27.65121,-27.65121,0,0.92,0.04,-0.04,0,0.93,0.04,-0.04,0,6.2,2.8,-2.8,0
HATS-63 b,Published Confirmed,0,3.0566527,0.0000049,-0.0000049,0,305.1168,38.1396,-38.1396,0,1.07,0.01,-0.01,0,0.93,0.02,-0.02,0,10.3,1.1,-1.1,0
HD 77338 b,Published Confirmed,0,5.7361,0.0015,-0.0015,0,15.9,4.7,-5.3,0,0.88,0.04,,0,0.93,0.05,,0,,,,
K2-19 b,Published Confirmed,0,7.9194,0.00005,-0.00005,0,28.5,5.4,-5,0,0.86,0.04,-0.04,0,0.93,0.05,-0.05,0,,,,
K2-19 c,Published Confirmed,0,11.90715,0.0015,-0.0015,0,25.6,7.1,-7.1,0,0.86,0.04,-0.04,0,0.93,0.05,-0.05,0,,,,
K2-19 d,Published Confirmed,0,2.50856,0.00041,-0.00041,0,14,,,1,0.86,0.04,-0.04,0,0.93,0.05,-0.05,0,,,,
K2-291 b,Published Confirmed,0,2.225,,,0,6.4,1.1,-1.1,0,0.9,0.01,-0.01,0,0.93,0.05,-0.05,0,,,,
K2-291 b,Published Confirmed,0,2.225177,0.000066,-0.000068,0,6.49,1.16,-1.16,0,0.9,0.04,-0.03,0,0.93,0.04,-0.04,0,3.72,3.7,-2.51,0
Kepler-425 b,Published Confirmed,0,3.79701816,0.00000019,-0.00000019,0,79.45,25.43,-25.43,0,0.86,0.02,-0.02,0,0.93,0.05,-0.05,0,5,4,-4,0
Kepler-425 b,Published Confirmed,0,3.79701816,0.00000019,-0.00000019,0,71.82958,14.62018,-14.62018,0,0.86,0.02,-0.02,0,0.93,0.05,-0.05,0,5,4,-4,0
Kepler-595 b,Published Confirmed,0,25.3029092,0.000006,-0.000006,0,17.4,7.1,-3.8,0,0.82,0.24,-0.24,0,0.93,0.06,-0.06,0,,,,
Kepler-595 c,Published Confirmed,0,12.38602,0.000005,-0.000005,0,3.3,1.7,-1,0,0.82,0.24,-0.24,0,0.93,0.06,-0.06,0,,,,
TOI-1444 b,Published Confirmed,0,0.4702694,0.0000044,-0.0000044,0,3.87,0.71,-0.71,0,0.91,0.02,-0.02,0,0.93,0.04,-0.04,0,,,,
TOI-849 b,Published Confirmed,0,0.76552414,0.00000262,-0.00000279,0,39.09,2.66,-2.55,0,0.92,0.03,-0.02,0,0.93,0.02,-0.02,0,6.7,2.9,-2.4,0
TrES-3 b,Published Confirmed,0,1.30618648,0.00000007,-0.00000007,0,572.41183,24.79074,-26.37989,0,0.83,0.01,-0.02,0,0.93,0.03,-0.05,0,0.9,2.8,-0.8,0
TrES-3 b,Published Confirmed,0,1.30618581,,,0,607.03,23.836,-25.425,0,0.83,0.02,,0,0.93,0.05,,0,,,,
TrES-3 b,Published Confirmed,0,1.3061864,0.0000005,-0.0000005,0,607.0553,20.02329,-24.15508,0,0.82,0.01,-0.01,0,0.93,0.02,-0.04,0,0.1,0.7,0,0
TrES-3 b,Published Confirmed,0,1.30618608,0.00000038,-0.00000038,0,607.03,23.836,-25.425,0,0.82,0.02,-0.02,0,0.93,0.03,-0.05,0,,,,
WASP-170 b,Published Confirmed,0,2.34478022,0.0000036,-0.0000036,0,508.528,63.566,-63.566,0,0.94,0.06,-0.06,0,0.93,0.15,-0.15,0,,,,
WASP-37 b,Published Confirmed,0,3.577469,0.000011,-0.000011,0,546.6676,54.0311,-54.0311,0,1,0.05,-0.05,0,0.93,0.12,-0.12,0,11,3,-4,0
WASP-37 b,Published Confirmed,0,3.577469,0.000011,-0.000011,0,572.07,54.029,-54.029,0,1,0.05,,0,0.93,0.12,,0,,,,
WASP-39 b,Published Confirmed,0,4.0552947,0.00000097,-0.00000097,0,87.40325,13.34886,-13.66669,0,0.9,0.02,-0.02,0,0.93,0.03,-0.03,0,9,3,-4,0
WASP-39 b,Published Confirmed,0,4.055259,0.000009,-0.000009,0,88.989,9.535,-9.535,0,0.9,0.02,,0,0.93,0.03,,0,,,,
WASP-4 b,Published Confirmed,0,1.3382299,0.0000023,-0.0000021,0,397.2875,15.8915,-16.20933,0,0.9,0.02,-0.02,0,0.93,0.05,-0.05,0,,,,
WASP-4 b,Published Confirmed,0,1.33823144,0.00000032,-0.00000032,0,396.96967,16.52716,-16.52716,0,0.91,0.02,-0.02,0,0.93,0.06,-0.06,0,6.4,3.3,-5.6,0
WASP-41 b,Published Confirmed,0,3.052401,0.000004,-0.000004,0,299.07803,20.65895,-20.34112,0,0.9,0.05,-0.05,0,0.93,0.03,-0.03,0,9.8,2.3,-3.9,0
WASP-41 b,Published Confirmed,0,3.052401,0.000004,-0.000004,0,292.391,19.069,-19.069,0,0.9,0.05,,0,0.93,0.03,,0,,,,
WASP-41 b,Published Confirmed,0,3.052404,0.0000009,-0.0000009,0,298.7602,15.8915,-15.8915,0,0.87,0.03,-0.03,0,0.93,0.07,-0.07,0,,,,
WASP-6 b,Published Confirmed,0,3.36,,,0,158.915,,,0,0.82,0.05,-0.03,0,0.93,0.14,-0.1,0,,,,
WASP-65 b,Published Confirmed,0,2.3114243,0.0000015,-0.0000015,0,489.4582,47.6745,-50.8528,0,1.01,0.05,-0.05,0,0.93,0.14,-0.14,0,8.8,3.2,-2.9,0
WASP-65 b,Published Confirmed,0,2.3114243,0.0000015,-0.0000015,0,492.62,50.85,-50.85,0,1.01,0.05,-0.05,0,0.93,0.14,-0.14,0,8,,,-1
EPIC 220674823 b,Published Confirmed,0,0.571292,0.000012,-0.000013,0,8.36,0.96,-0.94,0,0.87,0.09,-0.09,0,0.94,0.06,-0.06,0,,,,
EPIC 220674823 c,Published Confirmed,0,13.3397,0.00091,-0.00096,0,5.8,3.3,-3,0,0.87,0.09,-0.09,0,0.94,0.06,-0.06,0,,,,
HAT-P-22 b,Published Confirmed,0,3.21223328,0.00000058,-0.00000058,0,696.68336,24.47291,-24.47291,0,1.06,0.05,-0.05,0,0.94,0.04,-0.04,0,9,4,-3.7,0
HAT-P-27 b,Published Confirmed,0,3.039586,0.000012,-0.000012,0,209.759,10.4879,-10.4879,0,0.9,0.05,-0.04,0,0.94,0.04,-0.04,0,4.4,3.8,-2.6,0
HAT-P-3 b,Published Confirmed,0,2.899703,0.000054,-0.000054,0,190.38017,8.26358,-8.26358,0,0.82,0.04,-0.04,0,0.94,0.04,-0.06,0,0.4,6.5,-0.3,0
HAT-P-44 b,Published Confirmed,0,4.301219,0.000019,-0.000019,0,111.871,9.217,-9.217,0,0.95,0.08,-0.04,0,0.94,0.04,-0.04,0,7.5,3.6,-3.6,0
HATS-5 b,Published Confirmed,0,4.763387,0.00001,-0.00001,0,75.323,3.814,-3.914,0,0.87,0.02,-0.02,0,0.94,0.03,-0.03,0,3.6,2.6,-1.9,0
HATS-5 b,Published Confirmed,0,4.763387,0.00001,-0.00001,0,75.64354,4.44962,-4.44962,0,0.87,0.02,-0.02,0,0.94,0.03,-0.03,0,3.6,2.6,-1.9,0
K2-138 b,Published Confirmed,0,2.35309,0.00022,-0.00022,0,3.1,1.05,-1.05,0,0.86,0.03,-0.02,0,0.94,0.02,-0.02,0,2.8,3.8,-1.7,0
K2-138 c,Published Confirmed,0,3.56004,0.00012,-0.00011,0,6.31,1.13,-1.23,0,0.86,0.03,-0.02,0,0.94,0.02,-0.02,0,2.8,3.8,-1.7,0
K2-138 d,Published Confirmed,0,5.40479,0.00021,-0.00021,0,7.92,1.39,-1.35,0,0.86,0.03,-0.02,0,0.94,0.02,-0.02,0,2.8,3.8,-1.7,0
K2-138 e,Published Confirmed,0,8.26146,0.00021,-0.00022,0,12.97,1.98,-1.99,0,0.86,0.03,-0.02,0,0.94,0.02,-0.02,0,2.8,3.8,-1.7,0
K2-138 f,Published Confirmed,0,12.75758,0.0005,-0.00048,0,1.63,2.12,-1.18,0,0.86,0.03,-0.02,0,0.94,0.02,-0.02,0,2.8,3.8,-1.7,0
K2-138 g,Published Confirmed,0,41.96797,0.00843,-0.00725,0,4.32,5.26,-3.03,0,0.86,0.03,-0.02,0,0.94,0.02,-0.02,0,2.8,3.8,-1.7,0
K2-29 b,Published Confirmed,0,3.2588321,0.0000019,-0.0000019,0,232.0159,12.7132,-12.7132,0,0.86,0.01,-0.01,0,0.94,0.02,-0.02,0,2.6,1.2,-1.2,0
KELT-23 A b,Published Confirmed,0,2.255251,0.000011,-0.000012,0,298.12454,15.25584,-13.98452,0,1,0.01,-0.01,0,0.94,0.06,-0.05,0,6.4,3.5,-3.2,0
Kepler-19 b,Published Confirmed,0,9.28716,0.00004,-0.00006,0,8.4,1.6,-1.5,0,0.86,0.02,-0.02,0,0.94,0.04,-0.04,0,1.9,1.7,-1.7,0
Kepler-19 b,Published Confirmed,0,9.2869944,0.0000088,-0.0000088,0,20.3,,,1,0.85,0.02,-0.02,0,0.94,0.04,-0.04,0,1.9,1.7,-1.7,0
Kepler-19 c,Published Confirmed,0,160,,,1,1906.9,,,1,0.85,0.02,-0.02,0,0.94,0.04,-0.04,0,1.9,1.7,-1.7,0
Kepler-19 c,Published Confirmed,0,28.731,0.012,-0.005,0,13.1,2.7,-2.7,0,0.86,0.02,-0.02,0,0.94,0.04,-0.04,0,1.9,1.7,-1.7,0
Kepler-19 d,Published Confirmed,0,62.95,0.04,-0.3,0,22.5,1.2,-5.6,0,0.86,0.02,-0.02,0,0.94,0.04,-0.04,0,1.9,1.7,-1.7,0
Kepler-41 b,Published Confirmed,0,1.8555588,0.0000015,-0.0000015,0,156.69019,22.88376,-22.2481,0,0.94,0.06,-0.03,0,0.94,0.09,-0.08,0,6.2,5.2,-5.1,0
Kepler-453 b,Published Confirmed,0,240.503,0.053,-0.053,0,16,,,1,0.83,0.01,-0.01,0,0.94,0.01,-0.01,0,2.49,0.38,-0.38,1
Kepler-97 b,Published Confirmed,0,2.58664,,,0,3.51,1.9,-1.9,0,0.98,0.09,-0.09,0,0.94,0.06,-0.06,0,8.42,,,0
Kepler-97 c,Published Confirmed,0,789,,,-1,344,,,-1,0.98,0.09,-0.09,0,0.94,0.06,-0.06,0,8.42,,,0
PH2 b,Published Confirmed,0,282.525,,,0,25426.4,,,1,1,0.05,-0.05,0,0.94,0.02,-0.02,0,,,,
TOI-1062 b,Published Confirmed,0,4.11296,0.0015,-0.0015,0,10.15,0.81,-0.84,0,0.84,0.09,-0.09,0,0.94,0.02,-0.02,0,2.5,0.3,-0.3,0
TrES-2 b,Published Confirmed,0,2.4706132,0.00000002,-0.00000002,0,457.6752,66.7443,-66.7443,0,0.95,0.02,-0.02,0,0.94,0.05,-0.05,0,5.8,2.2,-2.2,0
WASP-4 b,Published Confirmed,0,1.3382315,0.00000061,-0.00000061,0,409.68287,31.14734,-23.20159,0,0.91,0.02,-0.02,0,0.94,0.07,-0.07,0,,,,
WASP-44 b,Published Confirmed,0,2.423804,0.000008,-0.000008,0,276.5121,20.02329,-19.70546,0,0.91,0.05,-0.05,0,0.94,0.05,-0.05,0,,,,
WASP-49 b,Published Confirmed,0,2.7817387,0.0000056,-0.0000056,0,120.135,8.581,-8.581,0,0.98,0.03,,0,0.94,0.08,,0,,,,
WASP-49 b,Published Confirmed,0,2.7817387,0.0000056,-0.0000056,0,126.81417,9.21707,-8.58141,0,0.98,0.03,-0.03,0,0.94,0.08,-0.08,0,11.9,0.8,-3.2,0
WASP-58 b,Published Confirmed,0,5.01718,0.000011,-0.000011,0,282.86,22.25,-22.25,0,1.17,0.13,-0.13,0,0.94,0.1,-0.1,0,3.2,4.5,-2.1,0
WASP-58 b,Published Confirmed,0,5.01718,0.000011,-0.000011,0,285.72917,23.51942,-22.88376,0,1.17,0.13,-0.13,0,0.94,0.1,-0.1,0,12.8,0.2,-2.1,0
CoRoT-1 b,Published Confirmed,0,1.5089686,0.0000006,-0.0000006,0,327.3649,31.783,-31.783,0,1.13,0.05,-0.05,0,0.95,0.11,-0.11,0,7.8,4.1,-3.9,0
CoRoT-1 b,Published Confirmed,0,1.5089557,0.0000064,-0.0000064,0,327.35,38.14,-38.14,0,1.11,0.05,-0.05,0,0.95,0.15,-0.15,0,,,,
CoRoT-18 b,Published Confirmed,0,1.9000693,0.0000028,-0.0000028,0,1099.6918,120.7754,-120.7754,0,1,0.13,-0.13,0,0.95,0.15,-0.15,0,0.6,0,-0.6,0
CoRoT-18 b,Published Confirmed,0,1.9000693,0.0000028,-0.0000028,0,1102.82,120.77,-120.77,0,1,0.13,-0.13,0,0.95,0.15,-0.15,0,,,,
HAT-P-21 b,Published Confirmed,0,4.124481,0.000007,-0.000007,0,1261.7851,41.3179,-41.3179,0,1.1,0.08,-0.08,0,0.95,0.04,-0.04,0,10.2,2.5,-2.5,0
HAT-P-21 b,Published Confirmed,0,4.124481,0.000007,-0.000007,0,1291.289,51.168,-51.168,0,1.1,0.08,-0.08,0,0.95,0.04,-0.04,0,10.2,2.5,-2.5,0
HATS-34 b,Published Confirmed,0,2.1061607,0.0000047,-0.0000047,0,299.07803,22.88376,-22.88376,0,0.98,0.05,-0.05,0,0.95,0.03,-0.03,0,7.7,2.7,-2.7,0
K2-19 b,Published Confirmed,0,7.921101,0.000069,-0.000069,0,44,12,-12,0,0.91,0.09,-0.09,0,0.95,0.08,-0.08,0,,,,
K2-19 c,Published Confirmed,0,11.90727,0.00058,-0.00058,0,15.9,7.7,-2.8,0,0.91,0.09,-0.09,0,0.95,0.08,-0.08,0,,,,
Kepler-11 b,Published Confirmed,0,10.30375,0.00016,-0.00016,0,4.3,2.2,-2,0,1.1,0.1,-0.1,0,0.95,0.1,-0.1,0,8,2,-2,0
Kepler-11 c,Published Confirmed,0,13.02502,0.00008,-0.00008,0,13.5,4.8,-6.1,0,1.1,0.1,-0.1,0,0.95,0.1,-0.1,0,8,2,-2,0
Kepler-11 d,Published Confirmed,0,22.68719,0.00021,-0.00021,0,6.1,3.1,-1.7,0,1.1,0.1,-0.1,0,0.95,0.1,-0.1,0,8,2,-2,0
Kepler-11 e,Published Confirmed,0,31.9959,0.00028,-0.00028,0,8.4,2.5,-1.9,0,1.1,0.1,-0.1,0,0.95,0.1,-0.1,0,8,2,-2,0
Kepler-11 f,Published Confirmed,0,46.68876,0.00074,-0.00074,0,2.3,2.2,-1.2,0,1.1,0.1,-0.1,0,0.95,0.1,-0.1,0,8,2,-2,0
Kepler-11 g,Published Confirmed,0,118.37774,0.00112,-0.00112,0,300,,,0,1.1,0.1,-0.1,0,0.95,0.1,-0.1,0,8,2,-2,0
Kepler-20 b,Published Confirmed,0,3.69611525,0.00000115,-0.00000087,0,9.7,1.41,-1.44,0,0.96,0.02,-0.02,0,0.95,0.05,-0.05,0,7.6,3.7,-3.7,0
Kepler-20 c,Published Confirmed,0,10.85409089,0.00000303,-0.0000026,0,12.75,2.17,-2.24,0,0.96,0.02,-0.02,0,0.95,0.05,-0.05,0,7.6,3.7,-3.7,0
Kepler-20 d,Published Confirmed,0,77.61130017,0.00012305,-0.00011588,0,10.07,3.97,-3.7,0,0.96,0.02,-0.02,0,0.95,0.05,-0.05,0,7.6,3.7,-3.7,0
Kepler-307 b,Published Confirmed,0,10.421,,,0,8.81,0.92,-0.91,0,0.99,0.13,-0.08,0,0.95,0.06,-0.05,0,,,,
Kepler-307 c,Published Confirmed,0,13.073,,,0,3.9,0.7,-0.69,0,0.99,0.13,-0.08,0,0.95,0.06,-0.05,0,,,,
Kepler-58 b,Published Confirmed,0,10.2184954,0.00015,-0.00015,0,441.77,,,1,1.03,,,0,0.95,,,0,,,,
Kepler-58 c,Published Confirmed,0,15.5741568,0.00027,-0.00027,0,696.02,,,1,1.03,,,0,0.95,,,0,,,,
Kepler-77 b,Published Confirmed,0,3.57878087,0.00000023,-0.00000023,0,136.661,10.17,-10.17,0,0.99,0.02,-0.02,0,0.95,0.04,-0.04,0,7.5,2,-2,0
Kepler-77 b,Published Confirmed,0,3.57878087,0.00000023,-0.00000023,0,165.90726,13.34886,-12.7132,0,0.99,0.02,-0.02,0,0.95,0.04,-0.04,0,7.5,2,-2,0
TOI-1478 b,Published Confirmed,0,10.180249,0.000015,-0.000015,0,270.47333,16.52716,-14.93801,0,1.05,0.03,-0.03,0,0.95,0.06,-0.04,0,9.1,3.1,-3.9,0
TOI-157 b,Published Confirmed,0,2.0845435,0.0000023,-0.0000023,0,375.0394,41.3179,-38.1396,0,1.17,0.02,-0.01,0,0.95,0.02,-0.02,0,12.82,0.73,-1.4,0
WASP-162 b,Published Confirmed,0,9.62468,0.00001,-0.00001,0,1652.716,63.566,-63.566,0,1.11,0.05,-0.05,0,0.95,0.04,-0.04,0,12.97,2.35,-2.35,0
WASP-164 b,Published Confirmed,0,1.7771255,0.0000028,-0.0000028,0,676.9779,38.1396,-41.3179,0,0.93,0.03,-0.03,0,0.95,0.07,-0.07,0,4.08,2.38,-2.38,0
